Estado	Q_RL	Q_Emp	Recompensas
(803, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.5991712459810581, 1: 1.5167487531234436, 2: 0.0731784642502457, 3: 0.06555487873292841}	False
(900, True)	{0: -0.05880800000000001, 1: -0.07480944, 2: -0.05880800000000001, 3: -0.06226544000000001}	{0: 0.07873612609271678, 1: 0.09643243504698817, 2: 0.025257567567000806, 3: 0.033509427239964584}	True
(900, False)	{0: -0.05880800000000001, 1: -0.07480944, 2: -0.05880800000000001, 3: -0.06226544000000001}	{0: 0.07873612609271678, 1: 0.09643243504698817, 2: 0.025257567567000806, 3: 0.033509427239964584}	False
(901, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 1.0472585746808791, 1: 0.4356006858393806, 2: 0.5243802994338085, 3: 0.0947533651336531}	True
(901, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 1.0472585746808791, 1: 0.4356006858393806, 2: 0.5243802994338085, 3: 0.0947533651336531}	False
(902, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.5676526859043005, 1: 0.09014809801684848, 2: 0.538638257303839, 3: 0.5419492111669114}	True
(902, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.5676526859043005, 1: 0.09014809801684848, 2: 0.538638257303839, 3: 0.5419492111669114}	False
(903, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 1.557801347124769, 1: 0.511922909145821, 2: 0.035677940613122454, 3: 1.0923100985911807}	True
(903, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 1.557801347124769, 1: 0.511922909145821, 2: 0.035677940613122454, 3: 1.0923100985911807}	False
(1000, True)	{0: -0.07417440000000002, 1: -0.07763184000000001, 2: -0.07763184000000001, 3: -0.06226544000000001}	{0: 0.09373306431182613, 1: 0.04792560566339763, 2: 0.0260440808056729, 3: 0.05970141545873606}	True
(1000, False)	{0: -0.07417440000000002, 1: -0.07763184000000001, 2: -0.07763184000000001, 3: -0.06226544000000001}	{0: 0.09373306431182613, 1: 0.04792560566339763, 2: 0.0260440808056729, 3: 0.05970141545873606}	False
(1001, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.9951557734445398, 1: 0.04962642046205354, 2: 0.46935073222477885, 3: 0.5136753723517343}	True
(1001, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.9951557734445398, 1: 0.04962642046205354, 2: 0.46935073222477885, 3: 0.5136753723517343}	False
(1002, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05816000000000002, 3: -0.05880800000000001}	{0: 0.026511275793576452, 1: 0.884699945485901, 2: 1.0139750858748924, 3: 0.012088551286195237}	True
(1002, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05816000000000002, 3: -0.05880800000000001}	{0: 0.026511275793576452, 1: 0.884699945485901, 2: 1.0139750858748924, 3: 0.012088551286195237}	False
(1003, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.5278617373823493, 1: 0.5019362016728288, 2: 0.950023651331938, 3: 0.019885585917341287}	True
(1003, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.5278617373823493, 1: 0.5019362016728288, 2: 0.950023651331938, 3: 0.019885585917341287}	False
(1100, True)	{0: -0.07763184000000001, 1: -0.06174704000000001, 2: -0.07763184000000001, 3: -0.07763184000000001}	{0: 0.056902341839774974, 1: 0.09885673423319924, 2: 0.020354866220907698, 3: 0.09069961899110861}	True
(1100, False)	{0: -0.07763184000000001, 1: -0.06174704000000001, 2: -0.07763184000000001, 3: -0.07763184000000001}	{0: 0.056902341839774974, 1: 0.09885673423319924, 2: 0.020354866220907698, 3: 0.09069961899110861}	False
(1101, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.0035937614313497623, 1: 0.04861035794702313, 2: 0.07733070187024786, 3: 0.06822696824174455}	True
(1101, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.0035937614313497623, 1: 0.04861035794702313, 2: 0.07733070187024786, 3: 0.06822696824174455}	False
(1102, True)	{0: -0.05880800000000001, 1: -0.045360000000000004, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.0927247185446019, 1: 0.039999527563089554, 2: 0.08314727309715263, 3: 1.0405765749159974}	True
(1102, False)	{0: -0.05880800000000001, 1: -0.045360000000000004, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.0927247185446019, 1: 0.039999527563089554, 2: 0.08314727309715263, 3: 1.0405765749159974}	False
(1103, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.49226327521851065, 1: 0.8996333427460873, 2: 0.9243410751016392, 3: 0.5343430532798313}	True
(1103, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.49226327521851065, 1: 0.8996333427460873, 2: 0.9243410751016392, 3: 0.5343430532798313}	False
(1200, True)	{0: -0.07659504000000002, 1: -0.07763184000000001, 2: -0.07763184000000001, 3: -0.06508784000000001}	{0: 0.043700451982026094, 1: 0.09107949121009867, 2: 0.002384938263839598, 3: 0.054477708584479534}	True
(1200, False)	{0: -0.07659504000000002, 1: -0.07763184000000001, 2: -0.07763184000000001, 3: -0.06508784000000001}	{0: 0.043700451982026094, 1: 0.09107949121009867, 2: 0.002384938263839598, 3: 0.054477708584479534}	False
(1201, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.0746794830063263, 1: 0.04211669253187882, 2: 0.0003465892823155459, 3: 0.057330453826602915}	True
(1201, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.0746794830063263, 1: 0.04211669253187882, 2: 0.0003465892823155459, 3: 0.057330453826602915}	False
(1202, True)	{0: -0.055928000000000005, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.040248000000000006}	{0: 0.03474103305997386, 1: 0.002427354553933736, 2: 0.0986210509128075, 3: 0.09374483508733235}	True
(1202, False)	{0: -0.055928000000000005, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.040248000000000006}	{0: 0.03474103305997386, 1: 0.002427354553933736, 2: 0.0986210509128075, 3: 0.09374483508733235}	False
(1203, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.07975441970463827, 1: 0.08349523007443904, 2: 0.07559970233082366, 3: 0.06003976134669517}	True
(1203, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.07975441970463827, 1: 0.08349523007443904, 2: 0.07559970233082366, 3: 0.06003976134669517}	False
(1210, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.07532784000000001, 3: -0.06456944}	{0: 0.034851518679842375, 1: 0.07686172645423173, 2: 0.031438794384990976, 3: 0.031504240912954444}	True
(1210, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.07532784000000001, 3: -0.06456944}	{0: 0.034851518679842375, 1: 0.07686172645423173, 2: 0.031438794384990976, 3: 0.031504240912954444}	False
(1211, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.02059058952462386, 1: 0.08899719924322835, 2: 0.02472118483266097, 3: 0.05156882695828692}	True
(1211, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.02059058952462386, 1: 0.08899719924322835, 2: 0.02472118483266097, 3: 0.05156882695828692}	False
(1212, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.0524, 3: -0.05880800000000001}	{0: 0.06880371876738312, 1: 0.023416685353750934, 2: 0.08493808265019354, 3: 0.02147161649184942}	True
(1212, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.0524, 3: -0.05880800000000001}	{0: 0.06880371876738312, 1: 0.023416685353750934, 2: 0.08493808265019354, 3: 0.02147161649184942}	False
(1213, True)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.05030004673454758, 1: 0.04222917565884619, 2: 0.045767502924429285, 3: 0.07605454796831534}	True
(1213, False)	{0: 0, 1: 0, 2: 0, 3: 0}	{0: 0.05030004673454758, 1: 0.04222917565884619, 2: 0.045767502924429285, 3: 0.07605454796831534}	False
(706, True)	{0: -0.020000000000000004, 1: 0.9967280692806223, 2: 0, 3: 0}	{0: 9.079773361883618, 1: 2.7782575027532843, 2: 1.7806414854969081, 3: 5.596919456305933}	True
(706, False)	{0: -0.020000000000000004, 1: 0.9967280692806223, 2: 0, 3: 0}	{0: 9.079773361883618, 1: 2.7782575027532843, 2: 1.7806414854969081, 3: 5.596919456305933}	False
(1206, True)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: 1.2015269650823575}	{0: 0.06732627734862967, 1: 0.056271772301392936, 2: 0.025245281480326245, 3: 0.06610035559065669}	True
(1206, False)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: 1.2015269650823575}	{0: 0.06732627734862967, 1: 0.056271772301392936, 2: 0.025245281480326245, 3: 0.06610035559065669}	False
(1106, True)	{0: 0.44368416902112695, 1: 0.6093475354149511, 2: 0.6636471085640683, 3: 1.1244381381392876}	{0: 0.5213896510446843, 1: 0.04629455031770138, 2: 0.07193872926522167, 3: 1.6938748310416316}	True
(1106, False)	{0: 0.44368416902112695, 1: 0.6093475354149511, 2: 0.6636471085640683, 3: 1.1244381381392876}	{0: 0.5213896510446843, 1: 0.04629455031770138, 2: 0.07193872926522167, 3: 1.6938748310416316}	False
(806, True)	{0: -0.020000000000000004, 1: 0.7962678273639211, 2: 0, 3: 0}	{0: 2.623504633796881, 1: 2.4838528092584524, 2: 0.6503408172033849, 3: 2.297082027756015}	True
(806, False)	{0: -0.020000000000000004, 1: 0.7962678273639211, 2: 0, 3: 0}	{0: 2.623504633796881, 1: 2.4838528092584524, 2: 0.6503408172033849, 3: 2.297082027756015}	False
(906, True)	{0: 0.5361839242919892, 1: 1.1407616632443707, 2: 0.6939149987993449, 3: 0.7282392530612177}	{0: 1.7120752845182965, 1: 1.0145276130902419, 2: 2.4364804369855664, 3: 2.3259527131477893}	True
(906, False)	{0: 0.5361839242919892, 1: 1.1407616632443707, 2: 0.6939149987993449, 3: 0.7282392530612177}	{0: 1.7120752845182965, 1: 1.0145276130902419, 2: 2.4364804369855664, 3: 2.3259527131477893}	False
(1006, True)	{0: 0.7373671807485703, 1: 1.1448799607190425, 2: 0.958772638598836, 3: 3.1158431902227366}	{0: 0.7598510535647783, 1: 0.9887734081756505, 2: 0.9651492484729074, 3: 2.1520214656855003}	True
(1006, False)	{0: 0.7373671807485703, 1: 1.1448799607190425, 2: 0.958772638598836, 3: 3.1158431902227366}	{0: 0.7598510535647783, 1: 0.9887734081756505, 2: 0.9651492484729074, 3: 2.1520214656855003}	False
(704, True)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.04312800000000001}	{0: 3.5914994087623633, 1: 1.8009280328909576, 2: 2.8759825601468987, 3: 6.930130398524958}	True
(704, False)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.04312800000000001}	{0: 3.5914994087623633, 1: 1.8009280328909576, 2: 2.8759825601468987, 3: 6.930130398524958}	False
(714, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 1.0984426599861445, 1: 1.1100831484662437, 2: 0.5793530422510976, 3: 1.694509211679248}	True
(714, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 1.0984426599861445, 1: 1.1100831484662437, 2: 0.5793530422510976, 3: 1.694509211679248}	False
(814, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.04101322066043304, 1: 0.4986062318560319, 2: 0.694566668668435, 3: 1.0856137184473118}	True
(814, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.04101322066043304, 1: 0.4986062318560319, 2: 0.694566668668435, 3: 1.0856137184473118}	False
(914, True)	{0: 0.031902021528713326, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.06226544000000001}	{0: 0.5236041572237551, 1: 0.017433615594536402, 2: 0.6878814432635567, 3: 0.03264618997653795}	True
(914, False)	{0: 0.031902021528713326, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.06226544000000001}	{0: 0.5236041572237551, 1: 0.017433615594536402, 2: 0.6878814432635567, 3: 0.03264618997653795}	False
(1014, True)	{0: 0.1144283869187297, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.01031069980337347, 1: 0.036207609498385064, 2: 0.6150133322371698, 3: 0.05910306187519493}	True
(1014, False)	{0: 0.1144283869187297, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.01031069980337347, 1: 0.036207609498385064, 2: 0.6150133322371698, 3: 0.05910306187519493}	False
(1004, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.03960000000000001}	{0: 0.03822413095283061, 1: 0.06788706211394069, 2: 0.07853077895658012, 3: 0.07634097321607945}	True
(1004, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.03960000000000001}	{0: 0.03822413095283061, 1: 0.06788706211394069, 2: 0.07853077895658012, 3: 0.07634097321607945}	False
(1114, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.06226544000000001}	{0: 0.0776194305198988, 1: 0.015311784695969133, 2: 0.0030560356857491813, 3: 0.08588667786697561}	True
(1114, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.06226544000000001}	{0: 0.0776194305198988, 1: 0.015311784695969133, 2: 0.0030560356857491813, 3: 0.08588667786697561}	False
(1214, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.07684633894754665, 1: 0.061981550829657096, 2: 0.02311981792820742, 3: 0.0027020033949992864}	True
(1214, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.07684633894754665, 1: 0.061981550829657096, 2: 0.02311981792820742, 3: 0.0027020033949992864}	False
(1204, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.039803812911283515, 1: 0.06826666717730617, 2: 0.03029940761013016, 3: 0.02722714338152704}	True
(1204, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.039803812911283515, 1: 0.06826666717730617, 2: 0.03029940761013016, 3: 0.02722714338152704}	False
(1104, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.550784594480576, 1: 0.49338389120604875, 2: 0.4778670851749658, 3: 0.03913849471156236}	True
(1104, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.05880800000000001, 3: -0.05880800000000001}	{0: 0.550784594480576, 1: 0.49338389120604875, 2: 0.4778670851749658, 3: 0.03913849471156236}	False
(904, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.04312800000000001}	{0: 1.1263491766459726, 1: 0.0014690908429382144, 2: 1.0731196772883007, 3: 1.160204313173297}	True
(904, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.04312800000000001}	{0: 1.1263491766459726, 1: 0.0014690908429382144, 2: 1.0731196772883007, 3: 1.160204313173297}	False
(804, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 1.2819454595033895, 1: 0.5730534747652385, 2: 0.5906909233234665, 3: 3.4121598484856217}	True
(804, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 1.2819454595033895, 1: 0.5730534747652385, 2: 0.5906909233234665, 3: 3.4121598484856217}	False
(606, True)	{0: -0.020000000000000004, 1: 0.1079568, 2: 0, 3: 0}	{0: 6.80280103928417, 1: 8.287248652830908, 2: 5.235435270715688, 3: 15.405485138228427}	True
(606, False)	{0: -0.020000000000000004, 1: 0.1079568, 2: 0, 3: 0}	{0: 6.80280103928417, 1: 8.287248652830908, 2: 5.235435270715688, 3: 15.405485138228427}	False
(616, True)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.551074555065315, 1: 0.03771325742195996, 2: 0.01093134008537816, 3: 1.070831429691771}	True
(616, False)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.551074555065315, 1: 0.03771325742195996, 2: 0.01093134008537816, 3: 1.070831429691771}	False
(604, True)	{0: -0.05880800000000001, 1: -0.042480000000000004, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 10.761372327513556, 1: 6.5307507636491, 2: 6.95693565361063, 3: 5.603591448093551}	True
(604, False)	{0: -0.05880800000000001, 1: -0.042480000000000004, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 10.761372327513556, 1: 6.5307507636491, 2: 6.95693565361063, 3: 5.603591448093551}	False
(614, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.04312800000000001}	{0: 1.1022431316325108, 1: 0.7106787061239663, 2: 2.508041317020438, 3: 0.6237005212944642}	True
(614, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.04312800000000001}	{0: 1.1022431316325108, 1: 0.7106787061239663, 2: 2.508041317020438, 3: 0.6237005212944642}	False
(504, True)	{0: -0.05528000000000001, 1: -0.05592800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 5.152989918635754, 1: 5.858911606273036, 2: 9.234817724439207, 3: 5.664536950883135}	True
(504, False)	{0: -0.05528000000000001, 1: -0.05592800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 5.152989918635754, 1: 5.858911606273036, 2: 9.234817724439207, 3: 5.664536950883135}	False
(514, True)	{0: -0.05880800000000001, 1: -0.05528000000000001, 2: -0.05880800000000001, 3: -0.03960000000000001}	{0: 1.0100878184310818, 1: 0.7221030878957874, 2: 1.7215702607526868, 3: 0.02491465653563271}	True
(514, False)	{0: -0.05880800000000001, 1: -0.05528000000000001, 2: -0.05880800000000001, 3: -0.03960000000000001}	{0: 1.0100878184310818, 1: 0.7221030878957874, 2: 1.7215702607526868, 3: 0.02491465653563271}	False
(404, True)	{0: -0.05880800000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 14.941888043469447, 1: 7.315706489245141, 2: 8.195887839979974, 3: 19.80308139885316}	True
(404, False)	{0: -0.05880800000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 14.941888043469447, 1: 7.315706489245141, 2: 8.195887839979974, 3: 19.80308139885316}	False
(414, True)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 0.6329425062884437, 1: 1.5759522247092574, 2: 1.3574733952156715, 3: 1.9367282318139267}	True
(414, False)	{0: -0.05880800000000001, 1: -0.05880800000000001, 2: -0.03960000000000001, 3: -0.03960000000000001}	{0: 0.6329425062884437, 1: 1.5759522247092574, 2: 1.3574733952156715, 3: 1.9367282318139267}	False
(506, True)	{0: -0.020000000000000004, 1: -0.012700640000000003, 2: -0.020000000000000004, 3: 0}	{0: 14.44779110783318, 1: 10.436780885184117, 2: 11.449145205295252, 3: 16.63248213959288}	True
(506, False)	{0: -0.020000000000000004, 1: -0.012700640000000003, 2: -0.020000000000000004, 3: 0}	{0: 14.44779110783318, 1: 10.436780885184117, 2: 11.449145205295252, 3: 16.63248213959288}	False
(516, True)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.49096980464431017, 1: 1.1421154168378815, 2: 0.039103340266155265, 3: 0.08185027731082002}	True
(516, False)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.49096980464431017, 1: 1.1421154168378815, 2: 0.039103340266155265, 3: 0.08185027731082002}	False
(304, True)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.020000000000000004}	{0: 12.422495463630339, 1: 13.210331400567064, 2: 17.48357404780136, 3: 28.039527868325692}	True
(304, False)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.020000000000000004}	{0: 12.422495463630339, 1: 13.210331400567064, 2: 17.48357404780136, 3: 28.039527868325692}	False
(314, True)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.020000000000000004}	{0: 2.4253926150974516, 1: 2.4174162786663294, 2: 2.7819597311472117, 3: 0.605996520499985}	True
(314, False)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.03960000000000001, 3: -0.020000000000000004}	{0: 2.4253926150974516, 1: 2.4174162786663294, 2: 2.7819597311472117, 3: 0.605996520499985}	False
(204, True)	{0: -0.036000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 23.528511458161923, 1: 25.49817495906932, 2: 32.94069232639049, 3: 21.539311402763587}	True
(204, False)	{0: -0.036000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 23.528511458161923, 1: 25.49817495906932, 2: 32.94069232639049, 3: 21.539311402763587}	False
(214, True)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.6988163363904288, 1: 2.2830927840555186, 2: 0.5060800780971692, 3: 0.04582082306959295}	True
(214, False)	{0: -0.03960000000000001, 1: -0.03960000000000001, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.6988163363904288, 1: 2.2830927840555186, 2: 0.5060800780971692, 3: 0.04582082306959295}	False
(406, True)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 24.261186511876158, 1: 15.367262177428868, 2: 13.693714254083043, 3: 13.040829685672499}	True
(406, False)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 24.261186511876158, 1: 15.367262177428868, 2: 13.693714254083043, 3: 13.040829685672499}	False
(416, True)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.050776366465760725, 1: 0.6145559787270438, 2: 0.6361479840212239, 3: 0.039176229910891924}	True
(416, False)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: -0.020000000000000004}	{0: 0.050776366465760725, 1: 0.6145559787270438, 2: 0.6361479840212239, 3: 0.039176229910891924}	False
(306, True)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: 0}	{0: 17.474872659618708, 1: 18.78077538645801, 2: 12.59197080804626, 3: 16.728012416518467}	True
(306, False)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: 0}	{0: 17.474872659618708, 1: 18.78077538645801, 2: 12.59197080804626, 3: 16.728012416518467}	False
(316, True)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: 0}	{0: 0.6122600233365092, 1: 0.5483622525634657, 2: 0.8969254999600101, 3: 2.3814563317434194}	True
(316, False)	{0: -0.020000000000000004, 1: -0.020000000000000004, 2: -0.020000000000000004, 3: 0}	{0: 0.6122600233365092, 1: 0.5483622525634657, 2: 0.8969254999600101, 3: 2.3814563317434194}	False
