Estado	Q_RL	Q_Emp	Recompensas
(1120, False)	{0: 0.096, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1121, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1121, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1122, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09528, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1122, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09528, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1123, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1123, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(130, True)	{0: 2.2736472498484703, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(130, False)	{0: 2.2736472498484703, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(131, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(131, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(132, True)	{0: 0.08016908352000002, 1: 0.0833502559744, 2: 0.08249429572272449, 3: 0.08078415936000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(132, False)	{0: 0.08016908352000002, 1: 0.0833502559744, 2: 0.08249429572272449, 3: 0.08078415936000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(133, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(133, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(230, True)	{0: 2.855683872693148, 1: 0.7299132950418092, 2: 0.0, 3: 0.4548950332797431}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(230, False)	{0: 2.855683872693148, 1: 0.7299132950418092, 2: 0.0, 3: 0.4548950332797431}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(231, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(231, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(232, True)	{0: 0.08152592903685373, 1: 0.08271437967986249, 2: 0.08289056456248767, 3: 0.08035653696000002}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(232, False)	{0: 0.08152592903685373, 1: 0.08271437967986249, 2: 0.08289056456248767, 3: 0.08035653696000002}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(233, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(233, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(330, True)	{0: 4.671720131837735, 1: 0.0, 2: 1.1330952271773587, 3: 2.1217619739444658}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(330, False)	{0: 4.671720131837735, 1: 0.0, 2: 1.1330952271773587, 3: 2.1217619739444658}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(331, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(331, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(332, True)	{0: 0.08616138311648629, 1: 0.08572960000000002, 2: 0.08604388282175088, 3: 0.08651765116161984}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(332, False)	{0: 0.08616138311648629, 1: 0.08572960000000002, 2: 0.08604388282175088, 3: 0.08651765116161984}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(333, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(333, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(430, True)	{0: 1.1916714824606598, 1: 1.995870458953997, 2: 3.4044583728149775, 3: 4.374713724974239}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(430, False)	{0: 1.1916714824606598, 1: 1.995870458953997, 2: 3.4044583728149775, 3: 4.374713724974239}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(431, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(431, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(432, True)	{0: 0.08836800000000002, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09116147871136447}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(432, False)	{0: 0.08836800000000002, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09116147871136447}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(433, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(433, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(530, True)	{0: 0.096, 1: 0.096, 2: 0.096, 3: 3.3155469470970296}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(530, False)	{0: 0.096, 1: 0.096, 2: 0.096, 3: 3.3155469470970296}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(531, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(531, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(532, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(532, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(533, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(533, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(630, True)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(630, False)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(631, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(631, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(632, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(632, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(633, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(633, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(730, True)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(730, False)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(731, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(731, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(732, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(732, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(733, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(733, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(830, True)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(830, False)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(831, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(831, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(832, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(832, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(833, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(833, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(930, True)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(930, False)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(931, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(931, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(932, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(932, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(933, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(933, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1030, True)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1030, False)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1031, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1031, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1032, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1032, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1033, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1033, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1130, True)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1130, False)	{0: 0.09208000000000001, 1: 0.096, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1131, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1131, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1132, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1132, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1133, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1133, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(140, True)	{0: 0.096, 1: 2.3518503806350575, 2: 0.32559165747375485, 3: 0.6432169620563004}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(140, False)	{0: 0.096, 1: 2.3518503806350575, 2: 0.32559165747375485, 3: 0.6432169620563004}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(141, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(141, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(142, True)	{0: 0.08089868800000001, 1: 0.08134760166400001, 2: 0.08283523200000001, 3: 0.08078415936000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(142, False)	{0: 0.08089868800000001, 1: 0.08134760166400001, 2: 0.08283523200000001, 3: 0.08078415936000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(143, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(143, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(240, True)	{0: 2.3734143698716355, 1: 3.4570275292555834, 2: 2.3764907111751055, 3: 2.371477148643922}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(240, False)	{0: 2.3734143698716355, 1: 3.4570275292555834, 2: 2.3764907111751055, 3: 2.371477148643922}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(241, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(241, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(242, True)	{0: 3.516721417931847, 1: 0.07834121394074642, 2: 0.07500899388929588, 3: 0.07899216}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(242, False)	{0: 3.516721417931847, 1: 0.07834121394074642, 2: 0.07500899388929588, 3: 0.07899216}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(243, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(243, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(340, True)	{0: 2.391957047390474, 1: 4.1018335435687305, 2: 2.3932837734359746, 3: 2.9434516029089006}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(340, False)	{0: 2.391957047390474, 1: 4.1018335435687305, 2: 2.3932837734359746, 3: 2.9434516029089006}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(341, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(341, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(342, True)	{0: 0.08939040000000001, 1: 0.08676640000000001, 2: 0.08643066523899037, 3: 0.08393672832000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(342, False)	{0: 0.08939040000000001, 1: 0.08676640000000001, 2: 0.08643066523899037, 3: 0.08393672832000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(343, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(343, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(440, True)	{0: 2.3619058689769576, 1: 1.5250539701385426, 2: 3.796065491214525, 3: 2.9033537122386623}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(440, False)	{0: 2.3619058689769576, 1: 1.5250539701385426, 2: 3.796065491214525, 3: 2.9033537122386623}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(441, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(441, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(442, True)	{0: 0.08952, 1: 0.08894400000000001, 2: 0.09208000000000001, 3: 0.0903168064}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(442, False)	{0: 0.08952, 1: 0.08894400000000001, 2: 0.09208000000000001, 3: 0.0903168064}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(443, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(443, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(540, True)	{0: 0.09280000000000001, 1: 0.08894400000000001, 2: 2.1896097185793026, 3: 0.9257067679241832}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(540, False)	{0: 0.09280000000000001, 1: 0.08894400000000001, 2: 2.1896097185793026, 3: 0.9257067679241832}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(541, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(541, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(542, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(542, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(543, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(543, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(640, True)	{0: 0.09280000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.525784748287122}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(640, False)	{0: 0.09280000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.525784748287122}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(641, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(641, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(642, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(642, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.096, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(643, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(643, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(740, True)	{0: 0.09280000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(740, False)	{0: 0.09280000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(741, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(741, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(742, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(742, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.096}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(743, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(743, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(840, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(840, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(841, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(841, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(842, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(842, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(843, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(843, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(940, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(940, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(941, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(941, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(942, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(942, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(943, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(943, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1040, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1040, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1041, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1041, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1042, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1042, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1043, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1043, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1140, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1140, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1141, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1141, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1142, True)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1142, False)	{0: 0.09208000000000001, 1: 0.09208000000000001, 2: 0.09208000000000001, 3: 0.09208000000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(1143, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(1143, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(150, True)	{0: 0.096, 1: 2.346608694911662, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(150, False)	{0: 0.096, 1: 2.346608694911662, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(151, True)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	True
(151, False)	{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}	{0: 0, 1: 0, 2: 0, 3: 0}	False
(152, True)	{0: 0.08747200000000001, 1: 0.08805177600000001, 2: 0.086256672, 3: 0.08823840000000001}	{0: 0, 1: 0, 2: 0, 3: 0}	True
